hour,Rhr,Rsum,Ihrrain,ET0,ET,WB,SWC,DELTA,F,f,Q,InF,PERC,Loss,PerLoss,wLostHr,wLostDay,iLostHr,iLostDay,Ihr
6,0.0,0.0,0.0,0.001,7.1E-4,0.0,1.2149400000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.004,0.00284,0.0,1.2121000000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.013,0.009229999999999999,0.0,1.20287,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.023,0.016329999999999997,0.0,1.1865400000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.04,0.028399999999999998,0.0,1.1581400000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.046,0.032659999999999995,0.0,1.1254800000000003,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.047,0.03337,0.0,1.0921100000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.032,0.02272,0.0,1.0693900000000003,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.038,0.026979999999999997,0.0,1.0424100000000003,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.027,0.01917,0.0,1.0232400000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.015,0.01065,0.0,1.0125900000000003,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.007,0.00497,0.0,1.0076200000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.002,0.00142,0.0,1.0062000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.004,0.00284,0.0,1.0033600000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.003,0.00213,0.0,1.0012300000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.003,0.00213,0.0,0.9991000000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.9983900000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.9983900000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.6022400000000003,0.0,0.6022400000000003,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983900000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.9983900000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.9983900000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.9983900000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.9983900000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.9976800000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.9976800000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.002,0.00142,0.0,0.9962600000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.012,0.00852,0.0,0.9877400000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.029,0.02059,0.0,0.9671500000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.038,0.026979999999999997,0.0,0.9401700000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.037,0.026269999999999998,0.0,0.9139000000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.035,0.02485,0.0,0.8890500000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.041,0.02911,0.0,0.8599400000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.035,0.02485,0.0,0.8350900000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.026,0.018459999999999997,0.0,0.8166300000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.014,0.00994,0.0,0.8066900000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.006,0.00426,0.0,0.8024300000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.8017200000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.8010100000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.01,0.0070999999999999995,0.0,0.7939100000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.02,0.014199999999999999,0.0,0.7797100000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.027,0.01917,0.0,0.7605400000000005,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.029,0.02059,0.0,0.7399500000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.033,0.02343,0.0,0.7165200000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.036,0.025559999999999996,0.0,0.6909600000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.022,0.015619999999999998,0.0,0.6753400000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.013,0.009229999999999999,0.0,0.6661100000000006,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.012,0.00852,0.0,0.6575900000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.002,0.00142,0.0,0.6561700000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.6554600000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.6547500000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.6547500000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.6547500000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.6547500000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.6547500000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.6547500000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.6547500000000007,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1.0,0.0,0.0,1.0,1.2192,0.3240748031496062,3.558316178933259,2.1829858701550355,0.0,1.0,0.43555000000000077,0.43555000000000077,0.43555000000000077,0.43555000000000077,0.0,0.43555000000000077,0.0,1.0
3,0.0,0.0,0.0,0.0,0.0,0.0,1.2192,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,1.2192,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,1.2192,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,1.2192,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.001,7.1E-4,0.0,1.21849,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.009,0.006389999999999999,0.0,1.2121000000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.019,0.013489999999999999,0.0,1.1986100000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.029,0.02059,0.0,1.17802,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.035,0.02485,0.0,1.15317,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.04,0.028399999999999998,0.0,1.12477,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.036,0.025559999999999996,0.0,1.09921,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.031,0.02201,0.0,1.0772,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.019,0.013489999999999999,0.0,1.06371,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.011,0.007809999999999999,0.0,1.0558999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.006,0.00426,0.0,1.05164,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.005,0.0035499999999999998,0.0,1.04809,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.004,0.00284,0.0,1.04525,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.002,0.00142,0.0,1.04383,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.002,0.00142,0.0,1.04241,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,1.04241,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,1.04241,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.43555000000000077,0.0,0.43555000000000077,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,1.04241,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,1.04241,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,1.04241,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,1.04241,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,1.04241,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.003,0.00213,0.0,1.04028,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.002,0.00142,0.0,1.0388600000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.006,0.00426,0.0,1.0346000000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.015,0.01065,0.0,1.0239500000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.028,0.01988,0.0,1.0040700000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.036,0.025559999999999996,0.0,0.9785100000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.038,0.026979999999999997,0.0,0.9515300000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.039,0.02769,0.0,0.9238400000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.039,0.02769,0.0,0.8961500000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.034,0.02414,0.0,0.8720100000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.031,0.02201,0.0,0.8500000000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.02,0.014199999999999999,0.0,0.8358000000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.009,0.006389999999999999,0.0,0.8294100000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.005,0.0035499999999999998,0.0,0.8258600000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.005,0.0035499999999999998,0.0,0.8223100000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.005,0.0035499999999999998,0.0,0.81876,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.006,0.00426,0.0,0.8145,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.006,0.00426,0.0,0.81024,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.006,0.00426,0.0,0.8059799999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.007,0.00497,0.0,0.8010099999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.005,0.0035499999999999998,0.0,0.7974599999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.004,0.00284,0.0,0.7946199999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.005,0.0035499999999999998,0.0,0.7910699999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.003,0.00213,0.0,0.7889399999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.002,0.00142,0.0,0.7875199999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.003,0.00213,0.0,0.7853899999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.006,0.00426,0.0,0.7811299999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.012,0.00852,0.0,0.7726099999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.024,0.01704,0.0,0.7555699999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.029,0.02059,0.0,0.7349799999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.032,0.02272,0.0,0.7122599999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.033,0.02343,0.0,0.6888299999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.034,0.02414,0.0,0.6646899999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.029,0.02059,0.0,0.6440999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.023,0.016329999999999997,0.0,0.6277699999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.018,0.012779999999999998,0.0,0.6149899999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.009,0.006389999999999999,0.0,0.6085999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.003,0.00213,0.0,0.60647,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.60576,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.60576,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.60576,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.60505,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.60434,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.003,0.00213,0.0,0.60221,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.004,0.00284,0.0,0.5993700000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.004,0.00284,0.0,0.5965300000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.004,0.00284,0.0,0.5936900000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.004,0.00284,0.0,0.5908500000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.002,0.00142,0.0,0.5894300000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.5887200000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.001,7.1E-4,0.0,0.5880100000000003,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.011,0.007809999999999999,0.0,0.5802000000000003,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.028,0.01988,0.0,0.5603200000000003,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.041,0.02911,0.0,0.5312100000000003,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.046,0.032659999999999995,0.0,0.49855000000000027,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.047,0.03337,0.0,0.46518000000000026,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.041,0.02911,0.0,0.43607000000000024,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
