WB,ET0,SWC,ET,DELTA,F,f,PERC,Q,InF,Loss,PerLoss
0.0,0.001,0.8625200000000004,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.008,0.8618100000000004,0.00568,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.021,0.8561300000000004,0.01491,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.034,0.8412200000000004,0.02414,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.042,0.8170800000000004,0.02982,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.047,0.7872600000000004,0.03337,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.043,0.7538900000000004,0.030529999999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.03,0.7233600000000004,0.0213,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.031,0.7020600000000005,0.02201,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.021,0.6800500000000005,0.01491,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.008,0.6651400000000005,0.00568,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.6594600000000005,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6587500000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6587500000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6587500000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6587500000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6587500000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
1.75,0.0,0.6587500000000005,0.0,0.3276562499999999,3.5734746355010962,2.1903771655632878,1.1287500000000004,0.0,1.75,1.1287500000000004,0.6450000000000002
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.28,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.008,1.27929,0.00568,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.021,1.2736100000000001,0.01491,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.034,1.2587000000000002,0.02414,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.044,1.23456,0.031239999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.048,1.2033200000000002,0.03408,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.048,1.1692400000000003,0.03408,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.043,1.1351600000000004,0.030529999999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.034,1.1046300000000004,0.02414,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.023,1.0804900000000004,0.016329999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.009,1.0641600000000004,0.006389999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.0577700000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.0577700000000005,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.008,1.0570600000000006,0.00568,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.023,1.0513800000000006,0.016329999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.036,1.0350500000000007,0.025559999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.035,1.0094900000000007,0.02485,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.035,0.9846400000000006,0.02485,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.033,0.9597900000000006,0.02343,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.038,0.9363600000000006,0.026979999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.034,0.9093800000000006,0.02414,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.024,0.8852400000000006,0.01704,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.009,0.8682000000000005,0.006389999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.8618100000000005,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.8611000000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.8611000000000005,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.009,0.8603900000000005,0.006389999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.022,0.8540000000000005,0.015619999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.03,0.8383800000000006,0.0213,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.041,0.8170800000000006,0.02911,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.05,0.7879700000000006,0.0355,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.047,0.7524700000000006,0.03337,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.033,0.7191000000000006,0.02343,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.023,0.6956700000000007,0.016329999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.021,0.6793400000000007,0.01491,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.008,0.6644300000000007,0.00568,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.6587500000000007,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.6580400000000007,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.6580400000000007,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.008,0.6573300000000007,0.00568,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.013,0.6516500000000007,0.009229999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.023,0.6424200000000008,0.016329999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.022,0.6260900000000008,0.015619999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.019,0.6104700000000008,0.013489999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.011,0.5969800000000008,0.007809999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.009,0.5891700000000009,0.006389999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.01,0.5827800000000009,0.0070999999999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.008,0.5756800000000009,0.00568,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.004,0.5700000000000008,0.00284,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.5671600000000009,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.5664500000000009,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.5657400000000009,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.5650300000000009,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.5643200000000009,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.5636100000000009,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
1.72,0.001,0.562900000000001,7.1E-4,0.33963749999999987,3.6236066564261686,2.2148339183066756,1.002900000000001,0.0,1.72,1.002900000000001,0.5830813953488378
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.28,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.28,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.009,1.27929,0.006389999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.012,1.2729000000000001,0.00852,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.016,1.26438,0.01136,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.021,1.25302,0.01491,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.025,1.23811,0.01775,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.025,1.2203600000000001,0.01775,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.014,1.2026100000000002,0.00994,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.015,1.1926700000000001,0.01065,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.012,1.18202,0.00852,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.004,1.1735,0.00284,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.002,1.17066,0.00142,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.16924,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.16853,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.002,1.16782,0.00142,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.1664,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.1656900000000001,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.1656900000000001,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.1656900000000001,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.1649800000000001,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.1649800000000001,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.1649800000000001,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.1649800000000001,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0254,0.0,1.1649800000000001,0.0,0.26437749999999993,3.292435986238028,2.0536536452073095,0.0,0.0,0.0254,0.0254,Infinity
0.0,0.001,1.1903800000000002,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.004,1.1896700000000002,0.00284,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.015,1.1868300000000003,0.01065,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.033,1.1761800000000002,0.02343,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.037,1.1527500000000002,0.026269999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.034,1.1264800000000001,0.02414,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.03,1.10234,0.0213,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.017,1.08104,0.01207,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.015,1.06897,0.01065,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.009,1.05832,0.006389999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.004,1.05193,0.00284,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.04909,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.04838,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.04767,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,1.04767,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.04767,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.0469600000000001,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.002,1.0462500000000001,0.00142,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.005,1.0448300000000001,0.0035499999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.007,1.0412800000000002,0.00497,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.007,1.0363100000000003,0.00497,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.007,1.0313400000000004,0.00497,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.007,1.0263700000000004,0.00497,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.007,1.0214000000000005,0.00497,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.006,1.0164300000000006,0.00426,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.011,1.0121700000000007,0.007809999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.019,1.0043600000000006,0.013489999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.025,0.9908700000000006,0.01775,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.032,0.9731200000000005,0.02272,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.038,0.9504000000000006,0.026979999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.034,0.9234200000000006,0.02414,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.036,0.8992800000000005,0.025559999999999996,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.029,0.8737200000000005,0.02059,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.02,0.8531300000000005,0.014199999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.01,0.8389300000000005,0.0070999999999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.006,0.8318300000000005,0.00426,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.004,0.8275700000000005,0.00284,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.002,0.8247300000000005,0.00142,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.8233100000000005,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.8226000000000006,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.003,0.8218900000000006,0.00213,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
1.66,0.004,0.8197600000000006,0.00284,0.3075299999999999,3.48720591101513,2.1483363504123134,1.1997600000000006,0.0,1.66,1.1997600000000006,0.7227469879518076
0.0,0.006,1.28,0.00426,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.007,1.27574,0.00497,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.006,1.2707700000000002,0.00426,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.006,1.2665100000000002,0.00426,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.002,1.2622500000000003,0.00142,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.002,1.2608300000000003,0.00142,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.004,1.2594100000000004,0.00284,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.01,1.2565700000000004,0.0070999999999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.024,1.2494700000000003,0.01704,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.038,1.2324300000000004,0.026979999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.046,1.2054500000000004,0.032659999999999995,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.051,1.1727900000000004,0.03621,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.051,1.1365800000000004,0.03621,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.048,1.1003700000000003,0.03408,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.039,1.0662900000000004,0.02769,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.027,1.0386000000000004,0.01917,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.012,1.0194300000000005,0.00852,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.004,1.0109100000000004,0.00284,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.004,1.0080700000000005,0.00284,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.003,1.0052300000000005,0.00213,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.003,1.0031000000000005,0.00213,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.0009700000000006,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,1.0002600000000006,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.9995500000000006,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.003,0.9988400000000006,0.00213,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.005,0.9967100000000007,0.0035499999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.006,0.9931600000000006,0.00426,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.004,0.9889000000000006,0.00284,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.9860600000000006,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.9853500000000006,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.002,0.9853500000000006,0.00142,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.008,0.9839300000000006,0.00568,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.015,0.9782500000000006,0.01065,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.024,0.9676000000000006,0.01704,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.025,0.9505600000000005,0.01775,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.031,0.9328100000000005,0.02201,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.035,0.9108000000000005,0.02485,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.029,0.8859500000000005,0.02059,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.025,0.8653600000000005,0.01775,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.023,0.8476100000000004,0.016329999999999997,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.014,0.8312800000000005,0.00994,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.008,0.8213400000000005,0.00568,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.003,0.8156600000000005,0.00213,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.005,0.8135300000000005,0.0035499999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.005,0.8099800000000005,0.0035499999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.003,0.8064300000000004,0.00213,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.002,0.8043000000000005,0.00142,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.002,0.8028800000000005,0.00142,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.8014600000000005,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.8007500000000005,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.8000400000000005,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.7993300000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.7993300000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.0,0.7993300000000005,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.001,0.7993300000000005,7.1E-4,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.007,0.7986200000000006,0.00497,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
0.0,0.022,0.7936500000000005,0.015619999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN
